County,State,PUIsTotal,PUIAge_0_4,PUIAge_5_14,PUIAge_15_24,PUIAge_25_34,PUIAge_35_44,PUIAge_45_54,PUIAge_55_64,PUIAge_65_74,PUIAge_75_84,PUIAge_85plus,PUIAge_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,PUI_TPositive,PUI_TNegative,PUI_TInconc,PUI_TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,Date,Region
'Hillsborough','FL','83893','1963','3016','9680','14334','12723','12909','12531','9048','4829','2283','577','0 to 119','44','46724','36657','512','83414','479','0','4316','70402','458','11229','504','34040','49632','23','198','83193','33319','582','134','5','17986','15670','245','33901','740','1561','5668','7167','5505','5134','3870','2098','1174','658','465','0 to 119','37','11494','4394','4613','13400','8413','9992','15496','2725','20','1494','14','5','460','34040','15733','18061','33901','139','0','219422','351','254322','219773','34040','460','08/15/2020','Tampa Bay Region'
'Manatee','FL','23929','473','917','2315','2934','2942','3242','3935','3843','2338','876','114','0 to 119','52','13233','10318','378','23588','341','0','2506','18661','177','5829','94','9735','14179','3','12','23573','9548','81','106','0','5005','4473','151','9629','231','627','1559','1709','1559','1425','1194','737','459','224','11','0 to 101','39','4394','913','1329','2993','2497','3472','3660','601','8','684','7','2','245','9735','4523','5057','9629','106','0','78546','267','88619','78813','9735','245','08/15/2020','Rest of Florida'
'Clay','FL','11641','178','385','1226','1442','1698','1950','1909','1559','898','372','24','0 to 101','49','6576','4902','163','11611','30','0','906','8533','130','2253','137','3440','8185','1','15','11595','3300','128','12','0','1874','1541','13','3428','36','121','553','503','546','598','471','313','195','104','0','0 to 100','44','1748','587','293','800','333','2217','878','540','1','249','1','0','65','3440','1547','1880','3428','12','0','32692','18','36170','32710','3440','65','08/15/2020','Rest of Florida'
'Hardee','FL','2082','68','185','334','375','282','294','250','180','82','32','0','0 to 95','37','1064','991','27','2073','9','0','87','791','2','1286','24','1009','1069','1','3','2069','726','276','6','1','468','529','5','1002','26','86','180','194','154','155','109','70','27','8','0','0 to 93','36','734','91','116','61','623','309','70','141','3','106','3','1','8','1009','534','470','1002','7','0','5410','2','6439','5412','1009','8','08/15/2020','Rest of Florida'
'Marion','FL','25595','335','665','2238','3515','3490','3734','4086','3959','2519','991','63','0 to 168','51','15511','9981','103','25558','37','0','5931','13172','177','8982','255','7161','18178','1','255','25304','6963','184','13','1','4271','2824','52','7147','87','216','883','1404','1389','1158','939','560','331','156','38','0 to 104','41','4253','1492','566','836','952','4853','1342','958','5','574','0','0','113','7161','2827','4282','7147','14','0','48067','25','55362','48092','7161','113','08/15/2020','Rest of Florida'
'Volusia','FL','28368','339','638','2317','3457','3340','4111','5371','4699','2556','1229','311','0 to 119','54','15760','11994','614','28226','142','0','1885','22727','230','6332','326','8402','19866','0','100','28127','7494','849','53','6','4395','3889','59','8343','118','293','1284','1499','1198','1240','1186','810','463','273','38','0 to 103','43','3867','1102','1691','1683','1469','4697','2177','1063','9','630','7','0','163','8402','3920','4423','8343','59','0','68567','85','77163','68652','8402','163','08/15/2020','Rest of Florida'
'Dixie','FL','1411','29','58','129','188','271','196','219','181','94','44','2','0 to 118','46','688','714','9','1411','0','0','58','742','6','630','8','584','825','0','2','1409','546','38','0','0','197','387','0','584','4','20','54','98','131','93','85','62','29','7','1','0 to 91','43','394','135','14','41','35','494','55','53','0','35','0','0','4','584','387','197','584','0','0','3715','0','4312','3715','584','4','08/15/2020','Rest of Florida'
'Lake','FL','20858','349','508','1658','2361','2358','2760','3245','3321','2281','792','1225','0 to 103','54','11041','8899','918','20703','155','0','674','18279','222','1732','125','5587','15102','0','169','20536','5484','69','34','0','2847','2592','114','5553','100','224','839','989','876','859','754','491','296','135','24','0 to 103','41','1800','690','1098','1965','848','2280','2425','505','13','317','5','1','82','5587','2612','2860','5553','34','0','62361','124','68157','62485','5587','82','08/15/2020','Rest of Florida'
'Levy','FL','2519','58','92','294','324','284','366','440','340','229','88','4','0 to 118','50','1431','1072','16','2514','5','0','189','1549','16','987','19','754','1763','0','2','2512','704','46','1','3','375','373','2','750','17','40','132','116','98','124','99','73','41','11','3','0 to 99','41','375','129','157','89','187','441','122','69','0','48','0','0','5','754','376','376','750','4','0','5775','1','6539','5776','754','5','08/15/2020','Rest of Florida'
'Sumter','FL','5222','34','83','208','299','331','464','700','1726','1116','176','85','0 to 119','68','2688','2392','142','5142','80','0','338','3929','164','1255','133','1475','3725','0','22','5120','1342','125','7','1','734','730','3','1467','6','47','114','121','169','206','203','341','217','51','0','1 to 99','58','799','256','77','335','69','1010','388','312','1','190','0','0','44','1475','733','739','1467','8','0','17250','73','18815','17323','1475','44','08/15/2020','Rest of Florida'
'Seminole','FL','23812','372','670','2678','3458','3311','3667','3623','2953','1459','780','841','0 to 119','47','13341','10273','198','23752','60','0','1125','19535','246','3237','167','7424','16328','1','59','23695','7328','69','27','0','3962','3365','70','7397','131','255','1435','1473','1103','1103','819','519','302','281','3','0 to 108','38','3002','817','986','2592','1099','2646','3652','777','5','506','1','0','145','7424','3377','3975','7397','27','0','63272','36','70798','63308','7424','145','08/15/2020','Rest of Florida'
'Orange','FL','93239','1679','2446','10467','16190','14762','14556','13468','9026','4321','1720','4604','0 to 120','44','50061','42405','773','91862','1376','1','3934','83125','585','10325','557','33180','59595','3','461','91400','32612','153','410','5','16545','15793','427','32765','528','974','6022','7873','5946','4970','3598','1820','944','422','83','0 to 106','36','7846','4501','5780','14638','6051','7747','18967','1922','53','1003','42','6','351','33180','16008','16736','32764','415','1','249312','986','283767','250298','33180','351','08/15/2020','Orlando Region'
'Citrus','FL','6124','64','172','492','652','609','787','1123','1171','780','255','19','0 to 222','57','3436','2534','154','6111','13','0','381','4030','119','1663','45','1750','4335','1','38','6073','1048','697','4','1','921','817','7','1745','16','61','227','217','195','267','335','217','141','64','10','0 to 100','51','1357','107','127','154','90','1438','217','128','0','159','0','0','40','1750','821','922','1745','5','0','17812','8','19580','17820','1750','40','08/15/2020','Rest of Florida'
'Hernando','FL','6175','108','150','612','837','768','891','1029','800','582','372','26','0 to 102','51','3663','2497','15','6147','28','0','602','4110','66','2409','60','2200','3972','0','3','6144','1866','320','12','2','1210','973','3','2186','29','73','293','345','296','329','310','232','160','111','22','0 to 101','46','1640','240','282','24','401','1742','43','411','2','284','2','1','60','2200','977','1220','2186','14','0','17814','14','20041','17828','2200','60','08/15/2020','Rest of Florida'
'Pinellas','FL','53714','578','1030','4622','7574','6610','7815','9640','8104','4914','2740','87','0 to 120','53','30471','23176','67','53308','406','0','4985','40877','411','17243','560','18660','35036','1','17','53291','18232','292','129','7','9945','8578','1','18524','250','631','2678','3667','2586','2687','2642','1653','1081','777','8','0 to 104','42','9670','3241','1596','4017','2051','11302','5171','2522','29','1825','22','2','544','18660','8649','10009','18524','136','0','160603','277','179684','160880','18660','544','08/15/2020','Tampa Bay Region'
'Suwannee','FL','4098','101','169','476','600','601','567','610','444','293','226','11','0 to 118','46','1982','2051','65','4081','17','0','123','2328','110','1730','38','2236','1860','0','2','4079','2039','180','14','3','797','1413','9','2219','43','108','323','360','386','346','288','182','118','81','1','0 to 102','42','1074','392','294','459','423','1232','564','242','2','113','0','0','46','2236','1419','808','2219','17','0','7155','0','9438','7155','2236','46','08/15/2020','Rest of Florida'
'Duval','FL','71334','1207','2187','8103','12850','10746','10852','11346','7926','3953','2000','164','0 to 119','45','38787','31560','987','70543','791','0','2724','60816','454','7083','292','24509','46621','12','192','70346','22525','1727','235','22','12760','11267','225','24252','352','1018','3907','5569','4032','3621','2941','1747','822','469','31','0 to 103','38','6123','8045','2517','7567','1976','12353','9923','1450','31','769','17','8','221','24509','11404','12877','24252','257','0','193918','552','219198','194470','24509','221','08/15/2020','Jacksonville Region'
'Lafayette','FL','1252','11','8','121','339','300','165','125','81','56','45','1','0 to 119','39','299','947','6','1252','0','0','17','1035','0','382','2','936','313','0','3','1249','913','23','0','0','97','838','1','936','6','8','77','303','258','137','91','40','11','5','0','1 to 98','36','363','139','29','405','60','409','467','28','0','10','0','0','2','936','838','97','936','0','0','1186','0','2129','1186','936','2','08/15/2020','Rest of Florida'
'Gulf','FL','1488','34','81','131','203','182','252','292','194','90','29','0','0 to 94','49','708','777','3','1425','63','0','88','607','1','635','27','726','760','0','2','1423','712','4','10','0','270','446','0','716','12','36','68','120','107','129','149','72','23','10','0','0 to 94','46','437','246','16','17','35','637','44','104','3','44','2','0','4','726','453','273','716','10','0','4300','55','5086','4355','726','4','08/15/2020','Rest of Florida'
'Union','FL','1641','18','43','112','162','227','212','471','299','81','16','0','0 to 118','55','454','1182','5','1641','0','0','85','1136','4','510','5','481','1160','0','0','1641','377','104','0','0','124','357','0','481','7','15','51','91','118','70','86','32','9','2','0','0 to 91','41','328','133','15','5','16','451','14','36','0','25','0','0','5','481','357','124','481','0','0','7775','0','8275','7775','481','5','08/15/2020','Rest of Florida'
'Bradford','FL','2034','41','60','193','270','258','316','392','228','166','104','6','0 to 118','50','1138','878','18','2032','2','0','160','1377','34','646','2','563','1470','0','1','2031','447','116','0','0','216','347','0','563','10','18','65','80','92','103','106','44','32','13','0','0 to 107','46','321','174','23','45','17','480','66','49','0','33','0','0','4','563','347','216','563','0','0','4228','2','4815','4230','563','4','08/15/2020','Rest of Florida'
'Wakulla','FL','2162','30','82','220','306','333','369','379','268','129','45','1','0 to 102','48','1060','1096','6','2154','8','0','83','1286','13','850','42','764','1395','0','3','2151','709','49','5','1','261','497','0','758','7','27','108','154','145','132','118','47','19','7','0','1 to 91','41','482','168','52','56','45','622','91','83','0','34','1','0','5','764','499','265','758','6','0','7315','2','8116','7317','764','5','08/15/2020','Rest of Florida'
'Brevard','FL','25373','313','497','2094','2849','2935','3585','5250','4461','2429','811','149','0 to 119','55','14227','11022','124','25346','27','0','1484','21533','107','5355','169','6478','18877','0','18','25328','6338','119','18','3','3442','2988','27','6457','65','160','1107','1089','939','943','934','569','367','290','15','0 to 105','43','3362','796','569','1730','813','3650','1994','1029','6','531','3','1','174','6478','2998','3453','6457','21','0','80156','17','86708','80173','6478','174','08/15/2020','Rest of Florida'
'Polk','FL','32958','786','1347','3527','5002','4867','4843','4715','4001','2431','1061','378','0 to 119','46','18209','14401','348','32829','129','0','2401','24885','231','7505','268','15312','17581','1','64','32764','13688','1571','41','12','8004','7053','202','15259','311','780','2246','2831','2647','2307','1820','1214','717','391','48','0 to 103','40','7386','2722','1452','3699','3988','6330','4941','2047','13','1700','13','2','358','15312','7076','8034','15259','53','0','87410','77','102906','87487','15312','358','08/15/2020','Orlando Region'
'Osceola','FL','23260','330','925','2468','3754','3785','3898','3362','2372','1197','452','717','0 to 155','45','12611','10410','239','23151','109','0','2579','16549','390','4635','248','10228','12885','2','145','23005','10087','60','79','2','5253','4744','150','10147','139','471','1499','2031','1897','1767','1137','701','378','155','53','0 to 104','39','3258','567','3040','3282','4571','1785','3791','842','12','465','8','2','118','10228','4796','5279','10147','81','0','56499','29','66882','56528','10228','118','08/15/2020','Orlando Region'
'Highlands','FL','5364','100','152','368','649','552','658','829','870','748','418','20','0 to 119','57','3127','2197','40','5296','68','0','192','4119','47','1362','52','1581','3775','0','8','5288','1445','130','6','0','840','732','3','1575','28','63','179','259','211','238','245','163','134','61','0','0 to 98','47','930','242','210','193','440','877','258','338','2','174','1','0','41','1581','736','842','1575','6','0','15177','62','16831','15239','1581','41','08/15/2020','Rest of Florida'
